"タイトル","説明","品物番号","定価",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高1000mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>器具光束：195 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：45.3 lm/W<br>【アルミダイカスト】プラチナメタリック<br>【アルミポール】プラチナメタリック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高1000mm<br>Ra80<br>ポール径□127<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE540YHF","65500",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高600mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>器具光束：195 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：45.3 lm/W<br>【アルミダイカスト】プラチナメタリック<br>【アルミポール】プラチナメタリック<br>【ガラスグローブ】乳白つや消し<br>地中埋込型、地上高600mm<br>Ra80<br>ポール径□127<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE540YLF","62000",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型・FreePaお出迎え・点灯省エネ型・明るさセンサ付／地上高1000mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>器具光束：215 lm　<br>電圧：100 V　<br>消費電力：5.1 W　<br>消費効率：42.1 lm/W<br>【ガラスグローブ】乳白つや消し<br>【アルミダイカスト本体】オフブラック<br>【アルミダイカストガード】オフブラック<br>【ステンレスポール】オフブラック<br>地中埋込型、地上高1000mm<br>Ra80<br>ポール径φ100<br>PaPIRs・明るさセンサ付<br>壁スイッチ切替（センサ←→連続点灯）<br>センサ可動範囲〔水平方向340度、下方向20度〕<br>点灯照度調整機能付<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.091 A<br>調光操作不可<br>ケーブル別売<br>","XLGEC552HF","63600",
"据置型　LED（電球色）　エントランスライト　LED電球交換型・防雨型　パネル付型　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：□230 mm　<br>高：485 mm<br>質量：4.5 kg<br>器具光束：154 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：35.8 lm/W<br>【アクリルパネル】乳白つや消し<br>【アルミ】オフブラック<br>据置型<br>Ra80<br>キャブタイヤケーブル5m付<br>電源プラグ付<br>二重絶縁型<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>この商品は置き型のため固定不可<br>調光操作不可<br>冠水するおそれのあるところへは設置不可<br>写真方向以外取り付け不可<br>","LGW45880F","92000",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高800mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.8 kg<br>器具光束：120 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：27.9 lm/W<br>【アルミダイカストガード】オフブラック<br>【ステンレスポール】オフブラック<br>【アクリルグローブ】乳白<br>地中埋込型、地上高800mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE532BHF","44200",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高500mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.5 kg<br>器具光束：120 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：27.9 lm/W<br>【アルミダイカストガード】オフブラック<br>【ステンレスポール】オフブラック<br>【アクリルグローブ】乳白<br>地中埋込型、地上高500mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE532BLF","42000",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高330mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.2 kg<br>器具光束：120 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：27.9 lm/W<br>【アルミダイカストガード】オフブラック<br>【ステンレスポール】オフブラック<br>【アクリルグローブ】乳白<br>地中埋込型、地上高330mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5300BF","40900",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高800mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.8 kg<br>器具光束：120 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：27.9 lm/W<br>【アルミダイカストガード】シルバーメタリック<br>【ステンレスポール】シルバーメタリック<br>【アクリルグローブ】乳白<br>地中埋込型、地上高800mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5302S","44200",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高500mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.5 kg<br>器具光束：120 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：27.9 lm/W<br>【アルミダイカストガード】シルバーメタリック<br>【ステンレスポール】シルバーメタリック<br>【アクリルグローブ】乳白<br>地中埋込型、地上高500mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5301S","42000",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高330mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.2 kg<br>器具光束：120 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：27.9 lm/W<br>【アルミダイカストガード】シルバーメタリック<br>【ステンレスポール】シルバーメタリック<br>【アクリルグローブ】乳白<br>地中埋込型、地上高330mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5300SF","40900",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高800mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.8 kg<br>器具光束：120 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：27.9 lm/W<br>【アルミダイカストガード】プラチナメタリック<br>【ステンレスポール】プラチナメタリック<br>【アクリルグローブ】乳白<br>地中埋込型、地上高800mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5302Y","44200",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高500mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.5 kg<br>器具光束：120 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：27.9 lm/W<br>【アルミダイカストガード】プラチナメタリック<br>【ステンレスポール】プラチナメタリック<br>【アクリルグローブ】乳白<br>地中埋込型、地上高500mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5301Y","42000",
"地中埋込型　LED（電球色）　エントランスライト　LED電球交換型・防雨型／地上高330mm　白熱電球40形1灯器具相当","LED電球小形電球タイプ4.3W1灯（E17）（電球色）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：1.2 kg<br>器具光束：120 lm　<br>電圧：100 V　<br>消費電力：4.3 W　<br>消費効率：27.9 lm/W<br>【アルミダイカストガード】プラチナメタリック<br>【ステンレスポール】プラチナメタリック<br>【アクリルグローブ】乳白<br>地中埋込型、地上高330mm<br>Ra80<br>【推奨電線管・当社パナフレキエース】DM322 （PF管呼び22：JIS C8411）<br>ポール径φ80<br>40形電球1灯器具相当<br>LED電球専用商品<br>入力電流（100V時）：0.075 A<br>調光操作不可<br>ケーブル別売<br>","XLGE5300YF","40900",
