"タイトル","説明","品物番号","定価",
"天井埋込型　LED（電球色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ150　パネル付型　白熱電球80形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス700 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ150 mm　<br>埋込高：80 mm<br>器具光束：500 lm　<br>電圧：100 V　<br>消費電力：6.7 W　<br>消費効率：74.6 lm/W<br>【アルミ枠】ホワイトつや消し<br>天井埋込型、埋込穴φ150、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>80形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：500 lm、調光時：150 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.13 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED3200L CT1","24300",
"天井埋込型　LED（昼白色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ150　パネル付型　白熱電球80形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス700 1灯（口金GX53-1）　<br>色温度：5000 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ150 mm　<br>埋込高：80 mm<br>器具光束：500 lm　<br>電圧：100 V　<br>消費電力：6.7 W　<br>消費効率：74.6 lm/W<br>【アルミ枠】ホワイトつや消し<br>天井埋込型、埋込穴φ150、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>80形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：500 lm、調光時：150 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.13 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED3200N CT1","24300",
"天井埋込型　LED（電球色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ100　パネル付型　白熱電球60形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス500 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ100 mm　<br>埋込高：80 mm<br>器具光束：335 lm　<br>電圧：100 V　<br>消費電力：5.1 W　<br>消費効率：65.6 lm/W<br>【アルミ枠】ホワイトつや消し<br>天井埋込型、埋込穴φ100、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>【適合リニューアルプレート】LGK02010<br>【適合リニューアルプレート】LGK02011<br>60形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：335 lm、調光時：100 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.09 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED1100L CT1","18800",
"天井埋込型　LED（電球色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ150　パネル付型　白熱電球60形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス500 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ150 mm　<br>埋込高：80 mm<br>器具光束：335 lm　<br>電圧：100 V　<br>消費電力：5.1 W　<br>消費効率：65.6 lm/W<br>【アルミ枠】ホワイトつや消し<br>天井埋込型、埋込穴φ150、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>60形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：335 lm、調光時：100 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.09 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED1200L CT1","22100",
"天井埋込型　LED（電球色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ100　パネル付型　白熱電球80形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス700 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ100 mm　<br>埋込高：80 mm<br>器具光束：425 lm　<br>電圧：100 V　<br>消費電力：6.7 W　<br>消費効率：63.4 lm/W<br>【アルミ枠】プラチナメタリック<br>天井埋込型、埋込穴φ100、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>【適合リニューアルプレート】LGK02010<br>【適合リニューアルプレート】LGK02011<br>80形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：425 lm、調光時：125 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.13 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED3102L CT1","21000",
"天井埋込型　LED（昼白色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ100　パネル付型　白熱電球80形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス700 1灯（口金GX53-1）　<br>色温度：5000 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ100 mm　<br>埋込高：80 mm<br>器具光束：425 lm　<br>電圧：100 V　<br>消費電力：6.7 W　<br>消費効率：63.4 lm/W<br>【アルミ枠】プラチナメタリック<br>天井埋込型、埋込穴φ100、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>【適合リニューアルプレート】LGK02010<br>【適合リニューアルプレート】LGK02011<br>80形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：425 lm、調光時：125 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.13 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED3102N CT1","21000",
"天井埋込型　LED（電球色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ150　パネル付型　白熱電球80形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス700 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ150 mm　<br>埋込高：80 mm<br>器具光束：425 lm　<br>電圧：100 V　<br>消費電力：6.7 W　<br>消費効率：63.4 lm/W<br>【アルミ枠】プラチナメタリック<br>天井埋込型、埋込穴φ150、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>80形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：425 lm、調光時：125 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.13 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED3202L CT1","24300",
"天井埋込型　LED（昼白色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ150　パネル付型　白熱電球80形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス700 1灯（口金GX53-1）　<br>色温度：5000 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ150 mm　<br>埋込高：80 mm<br>器具光束：425 lm　<br>電圧：100 V　<br>消費電力：6.7 W　<br>消費効率：63.4 lm/W<br>【アルミ枠】プラチナメタリック<br>天井埋込型、埋込穴φ150、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>80形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：425 lm、調光時：125 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.13 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED3202N CT1","24300",
"天井埋込型　LED（電球色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ100　パネル付型　白熱電球80形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス700 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ100 mm　<br>埋込高：80 mm<br>器具光束：400 lm　<br>電圧：100 V　<br>消費電力：6.7 W　<br>消費効率：59.7 lm/W<br>【アルミ枠】ブラックつや消し<br>天井埋込型、埋込穴φ100、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>【適合リニューアルプレート】LGK02010<br>【適合リニューアルプレート】LGK02011<br>80形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：400 lm、調光時：120 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.13 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED3101L CT1","21000",
"天井埋込型　LED（昼白色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ100　パネル付型　白熱電球80形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス700 1灯（口金GX53-1）　<br>色温度：5000 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ100 mm　<br>埋込高：80 mm<br>器具光束：400 lm　<br>電圧：100 V　<br>消費電力：6.7 W　<br>消費効率：59.7 lm/W<br>【アルミ枠】ブラックつや消し<br>天井埋込型、埋込穴φ100、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>【適合リニューアルプレート】LGK02010<br>【適合リニューアルプレート】LGK02011<br>80形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：400 lm、調光時：120 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.13 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED3101N CT1","21000",
"天井埋込型　LED（電球色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ150　パネル付型　白熱電球80形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス700 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ150 mm　<br>埋込高：80 mm<br>器具光束：400 lm　<br>電圧：100 V　<br>消費電力：6.7 W　<br>消費効率：59.7 lm/W<br>【アルミ枠】ブラックつや消し<br>天井埋込型、埋込穴φ150、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>80形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：400 lm、調光時：120 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.13 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED3201L CT1","24300",
"天井埋込型　LED（昼白色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ150　パネル付型　白熱電球80形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス700 1灯（口金GX53-1）　<br>色温度：5000 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ150 mm　<br>埋込高：80 mm<br>器具光束：400 lm　<br>電圧：100 V　<br>消費電力：6.7 W　<br>消費効率：59.7 lm/W<br>【アルミ枠】ブラックつや消し<br>天井埋込型、埋込穴φ150、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>80形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：400 lm、調光時：120 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.13 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED3201N CT1","24300",
"天井埋込型　LED（電球色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ100　パネル付型　白熱電球60形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス500 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ100 mm　<br>埋込高：80 mm<br>器具光束：285 lm　<br>電圧：100 V　<br>消費電力：5.1 W　<br>消費効率：55.8 lm/W<br>【アルミ枠】プラチナメタリック<br>天井埋込型、埋込穴φ100、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>【適合リニューアルプレート】LGK02010<br>【適合リニューアルプレート】LGK02011<br>60形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：285 lm、調光時：85 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.09 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED1102L CT1","18800",
"天井埋込型　LED（電球色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ150　パネル付型　白熱電球60形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス500 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ150 mm　<br>埋込高：80 mm<br>器具光束：285 lm　<br>電圧：100 V　<br>消費電力：5.1 W　<br>消費効率：55.8 lm/W<br>【アルミ枠】プラチナメタリック<br>天井埋込型、埋込穴φ150、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>60形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：285 lm、調光時：85 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.09 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED1202L CT1","22100",
"天井埋込型　LED（電球色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ100　パネル付型　白熱電球60形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス500 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ100 mm　<br>埋込高：80 mm<br>器具光束：280 lm　<br>電圧：100 V　<br>消費電力：5.1 W　<br>消費効率：54.9 lm/W<br>【アルミ枠】ブラックつや消し<br>天井埋込型、埋込穴φ100、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>【適合リニューアルプレート】LGK02010<br>【適合リニューアルプレート】LGK02011<br>60形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：280 lm、調光時：80 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.09 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED1101L CT1","18800",
"天井埋込型　LED（電球色）　軒下用ダウンライト・エクステリアダウンライト　浅型8H・高気密SB形・拡散タイプ（マイルド配光）　LEDフラットランプ交換型・防湿型・防雨型／埋込穴φ150　パネル付型　白熱電球60形1灯器具相当","LEDフラットランプφ70　タイマー調光　クラス500 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>埋込穴径：φ150 mm　<br>埋込高：80 mm<br>器具光束：280 lm　<br>電圧：100 V　<br>消費電力：5.1 W　<br>消費効率：54.9 lm/W<br>【アルミ枠】ブラックつや消し<br>天井埋込型、埋込穴φ150、浅型8H・高気密SB形・拡散タイプ（マイルド配光）<br>Ra83<br>60形電球1灯器具相当<br>55度までの傾斜天井に取付可能<br>点灯から6.5時間後に30％の明るさに自動切替<br>全灯時：280 lm、調光時：80 lm<br>※消費電力、入力電流、固有エネルギー消費効率は全灯時の値です。全灯時と調光時で性能値が変化します。<br>入力電流（100V時）：0.09 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>調光操作不可<br>配光については斜天井対応となっていません。<br>施工時、埋込高さは80mm必要となります。<br>直下近接限度10cm<br>","XED1201L CT1","22100",
