"タイトル","説明","品物番号","定価",
"配線ダクト取付型　LED（温白色）　スポットライト　プラスチックセードタイプ・ビーム角48度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：3500 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：0.6 kg<br>器具光束：850 lm　<br>電圧：100 V　<br>消費電力：9.3 W　<br>消費効率：91.3 lm/W<br>【プラスチックセード】ブラック<br>配線ダクト取付型、プラスチックセードタイプ・ビーム角48度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角48度）<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.1 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。<br>","XAS5561V CC1","34100",
"配線ダクト取付型　LED（昼白色）　スポットライト　プラスチックセードタイプ・ビーム角48度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：5000 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：0.6 kg<br>器具光束：850 lm　<br>電圧：100 V　<br>消費電力：9.3 W　<br>消費効率：91.3 lm/W<br>【プラスチックセード】ブラック<br>配線ダクト取付型、プラスチックセードタイプ・ビーム角48度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角48度）<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.1 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。<br>","XAS5561N CC1","34100",
"天井直付型・壁直付型・据置取付型　LED（電球色）　スポットライト　プラスチックセードタイプ・拡散タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ86 mm　<br>高：150 mm　<br>出しろ：123 mm<br>質量：0.7 kg<br>器具光束：865 lm　<br>電圧：100 V　<br>消費電力：9.9 W　<br>消費効率：87.3 lm/W<br>【プラスチックセード】ブラック<br>天井直付型・壁直付型・据置取付型、プラスチックセードタイプ・拡散タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>壁面・天井面・据置取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.11 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>","XAS5001L CC1","32100",
"配線ダクト取付型　LED（電球色）　スポットライト　プラスチックセードタイプ・拡散タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：0.6 kg<br>器具光束：865 lm　<br>電圧：100 V　<br>消費電力：9.9 W　<br>消費効率：87.3 lm/W<br>【プラスチックセード】ブラック<br>配線ダクト取付型、プラスチックセードタイプ・拡散タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.11 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。<br>","XAS5501L CC1","32100",
"天井直付型・壁直付型・据置取付型　LED（電球色）　スポットライト　プラスチックセードタイプ・ビーム角24度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ86 mm　<br>高：150 mm　<br>出しろ：123 mm<br>質量：0.7 kg<br>器具光束：850 lm　<br>電圧：100 V　<br>消費電力：9.9 W　<br>消費効率：85.8 lm/W<br>【プラスチックセード】ブラック<br>天井直付型・壁直付型・据置取付型、プラスチックセードタイプ・ビーム角24度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角24度）<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>壁面・天井面・据置取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.11 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>","XAS5021L CC1","34100",
"天井直付型・壁直付型・据置取付型　LED（電球色）　スポットライト　プラスチックセードタイプ・ビーム角48度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>幅：φ86 mm　<br>高：150 mm　<br>出しろ：123 mm<br>質量：0.7 kg<br>器具光束：850 lm　<br>電圧：100 V　<br>消費電力：9.9 W　<br>消費効率：85.8 lm/W<br>【プラスチックセード】ブラック<br>天井直付型・壁直付型・据置取付型、プラスチックセードタイプ・ビーム角48度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角48度）<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>壁面・天井面・据置取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.11 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>","XAS5061L CC1","34100",
"配線ダクト取付型　LED（電球色）　スポットライト　プラスチックセードタイプ・ビーム角24度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：0.6 kg<br>器具光束：850 lm　<br>電圧：100 V　<br>消費電力：9.9 W　<br>消費効率：85.8 lm/W<br>【プラスチックセード】ブラック<br>配線ダクト取付型、プラスチックセードタイプ・ビーム角24度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角24度）<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.11 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。<br>","XAS5521L CC1","34100",
"配線ダクト取付型　LED（電球色）　スポットライト　プラスチックセードタイプ・ビーム角48度・集光タイプ　LEDフラットランプ交換型・調光タイプ（ライコン別売）　白熱電球150形1灯器具相当","LEDフラットランプφ70　クラス1000 1灯（口金GX53-1）　<br>色温度：2700 K　<br>光源寿命40000時間（光束維持率70％）<br>質量：0.6 kg<br>器具光束：850 lm　<br>電圧：100 V　<br>消費電力：9.9 W　<br>消費効率：85.8 lm/W<br>【プラスチックセード】ブラック<br>配線ダクト取付型、プラスチックセードタイプ・ビーム角48度・集光タイプ<br>Ra83<br>【適合ライトコントロール】リビングライコンNQ28771W （別売）<br>【適合ライトコントロール】リビングライコンNQ28771H （別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチB（ロータリー式）WT57572W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）WTC57582W（別売）<br>【適合ライトコントロール】LED埋込逆位相調光スイッチC（ロータリー式）（3.2A）WTC57583W（別売）<br>集光タイプ（ビーム角48度）<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>150形電球1灯器具相当<br>位相制御式（2線式）<br>入力電流（100V時）：0.11 A<br>ランプは口金GX53-1、外径70mmまで取付可能<br>適合ライコン（逆位相タイプ）（別売）との組み合わせで100％～1％調光可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。<br>","XAS5561L CC1","34100",
"天井直付型・壁直付型・据置取付型　LED　スポットライト　プラスチックセードタイプ","<font color="red">ランプ別売</font><br><br>LEDフラットランプφ70（口金GX53-1）用　<br>照射方向可動型　<br>可動範囲上下92度　<br>回転方向360度　<br>壁面・天井面・据置取付専用<br>幅：φ86 mm　<br>高：150 mm　<br>出しろ：123 mm<br>質量：0.4 kg<br>電圧：100 V<br>【プラスチックセード】ホワイト<br>天井直付型・壁直付型・据置取付型、プラスチックセードタイプ<br>LEDフラットランプφ70（口金GX53-1）用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>壁面・天井面・据置取付専用<br>適合ランプとの組み合わせのみ使用可能<br>照射面近接限度10cm","LGS9005","14500",
"天井直付型・壁直付型・据置取付型　LED　スポットライト　プラスチックセードタイプ","<font color="red">ランプ別売</font><br><br>LEDフラットランプφ70（口金GX53-1）用　<br>照射方向可動型　<br>可動範囲上下92度　<br>回転方向360度　<br>壁面・天井面・据置取付専用<br>幅：φ86 mm　<br>高：150 mm　<br>出しろ：123 mm<br>質量：0.4 kg<br>電圧：100 V<br>【プラスチックセード】ブラック<br>天井直付型・壁直付型・据置取付型、プラスチックセードタイプ<br>LEDフラットランプφ70（口金GX53-1）用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>壁面・天井面・据置取付専用<br>適合ランプとの組み合わせのみ使用可能<br>照射面近接限度10cm","LGS9006","14500",
"配線ダクト取付型　LED　スポットライト　プラスチックセードタイプ","<font color="red">ランプ別売</font><br><br>LEDフラットランプφ70（口金GX53-1）用　<br>100V配線ダクト用　<br>照射方向可動型　<br>可動範囲上下92度　<br>回転方向360度　<br>天井付・壁付（ダクト横向き）取付専用<br>質量：0.3 kg<br>電圧：100 V<br>【プラスチックセード】ホワイト<br>配線ダクト取付型、プラスチックセードタイプ<br>LEDフラットランプφ70（口金GX53-1）用<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>適合ランプとの組み合わせのみ使用可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。","LGS9505","14500",
"配線ダクト取付型　LED　スポットライト　プラスチックセードタイプ","<font color="red">ランプ別売</font><br><br>LEDフラットランプφ70（口金GX53-1）用　<br>100V配線ダクト用　<br>照射方向可動型　<br>可動範囲上下92度　<br>回転方向360度　<br>天井付・壁付（ダクト横向き）取付専用<br>質量：0.3 kg<br>電圧：100 V<br>【プラスチックセード】ブラック<br>配線ダクト取付型、プラスチックセードタイプ<br>LEDフラットランプφ70（口金GX53-1）用<br>100V配線ダクト用<br>照射方向可動型<br>可動範囲上下92度<br>回転方向360度<br>天井付・壁付（ダクト横向き）取付専用<br>適合ランプとの組み合わせのみ使用可能<br>照射面近接限度10cm<br>配線ダクトを壁付する場合はダクトカバーを必ずご使用ください。","LGS9506","14500",
"舞台演出用　天井吊下型　LED　平凸FMスポットライト　ガラス平凸（非球面）レンズ（D152、F195）　6型　ハロゲン500W相当　LED 500形","LED（3050K）　<br>光源寿命20000時間（光束維持率80％）<br>電圧：100 V　<br>消費電力：110 W<br>電源ケーブル：キャブタイヤケーブル1.5m付・平行接地2Pプラグ付<br>付属品：フィルタホルダ（6型：195×195）・落下防止ワイヤー<br>器具寿命20000時間（光束維持率80％）<br>サービスコンセント（AC100V　最大15A）付<br>天井吊下型、6型、ガラス平凸（非球面）レンズ（D152、F195）<br>Ra95<br>調光範囲（0％～100％）<br>DMX512（RDM規格対応）／手元調光<br>●納期および価格については、お取引先にお問い合わせください。<br>入力電流（100V時）：1.1 A<br>注）純直電源でご使用ください。<br>注）光束維持率はLED光源の光束維持率です。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNQ30221Z","",
"舞台演出用　天井吊下型　LED　フレネルSHスポットライト　ガラスフレネル（非球面）レンズ（D152、F100）　6型　ハロゲン500W相当　LED 500形","LED（3050K）　<br>光源寿命20000時間（光束維持率80％）<br>電圧：100 V　<br>消費電力：110 W<br>電源ケーブル：キャブタイヤケーブル1.5m付・平行接地2Pプラグ付<br>付属品：フィルタホルダ（6型：195×195）・落下防止ワイヤー<br>器具寿命20000時間（光束維持率80％）<br>サービスコンセント（AC100V　最大15A）付<br>天井吊下型、6型、ガラスフレネル（非球面）レンズ（D152、F100）<br>Ra95<br>調光範囲（0％～100％）<br>DMX512（RDM規格対応）／手元調光<br>●納期および価格については、お取引先にお問い合わせください。<br>入力電流（100V時）：1.1 A<br>注）純直電源でご使用ください。<br>注）光束維持率はLED光源の光束維持率です。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNQ30222Z","",
"舞台演出用　天井吊下型　LED　イベントスポットライト　フレネル（非球面）レンズ（D152、F100）　6型　ハロゲン500W相当　LED 500形","LED（3050K）　<br>光源寿命20000時間（光束維持率80％）<br>電圧：100 V　<br>消費電力：110 W<br>電源ケーブル：キャブタイヤケーブル1.5m付・接地2P平行プラグ付<br>付属品：バンドア・落下防止ワイヤー・フィルタホルダ（6型：195×195）<br>器具寿命20000時間（光束維持率80％）<br>サービスコンセント（AC100V　最大15A）付<br>天井吊下型、6型、フレネル（非球面）レンズ（D152、F100）<br>Ra95<br>調光範囲（0％～100％）<br>DMX（RDM規格対応）／手元調光<br>●納期および価格については、お取引先にお問い合わせください。<br>入力電流（100V時）：1.1 A<br>注）純直電源でご使用ください。<br>注）光束維持率はLED光源の光束維持率です。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNQ30342Z","",
"舞台演出用　天井吊下型　LED　フィックスライト　6型","LED（3000K）　<br>光源寿命40000時間（光束維持率70％）<br>電圧：100 V　<br>消費電力：47 W<br>【反射板】アルミ（銀色仕上）<br>電源ケーブル：キャブタイヤケーブル1.5m付・平行接地2Pプラグ付<br>付属品：バンドア・フィルタホルダ（6型：195×195）・落下防止ワイヤー<br>器具寿命40000時間（光束維持率70％）<br>手元OFF／ONスイッチ付<br>天井吊下型、6型<br>Ra85<br>調光範囲（0～100％）<br>DMX512（RDM規格対応）／手元調光<br>RDM規格対応<br>取付方法：ダボ<br>入力電流（100V時）：0.47 A<br>注）純直電源でご使用ください。<br>注）光束維持率はLED光源の光束維持率です。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNQ30560K","224000",
"舞台演出用　天井吊下型　LED　フィックスライト　調光タイプ（ライコン別売）／6型","LED（3000K）　<br>光源寿命40000時間（光束維持率70％）<br>電圧：100 V　<br>消費電力：45 W<br>【反射板】アルミ（銀色仕上）<br>電源ケーブル：キャブタイヤケーブル1.5m付・平行接地2Pプラグ付<br>付属品：バンドア・フィルタホルダ（6型：195×195）・落下防止ワイヤー<br>器具寿命40000時間（光束維持率70％）<br>手元OFF／ONスイッチ付<br>天井吊下型、6型<br>Ra85<br>調光範囲（0％～100％）<br>PWM（PC）<br>取付方法：ボルト吊<br>入力電流（100V時）：0.45 A<br>注）適合ライトコントロール・調光器と組み合わせてご使用ください。<br>注）純直電源でご使用ください。<br>注）光束維持率はLED光源の光束維持率です。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNQ30564T LD1","179000",
"舞台演出用　スタンド取付型　LED　ピンスポットライト　6型","LED（3500K）　<br>光源寿命20000時間（光束維持率80％）<br>消費電力：159 W<br>入力電圧：AC100V<br>器具寿命：20000時間（光束維持率80％）<br>電源ケーブル：キャブタイヤケーブル2.5m付・平行接地2Pプラグ付<br>手元OFF／ONスイッチ付<br>付属品：フィルタホルダ（195×195）・種板フォルダ<br>スタンド取付型、6型<br>Ra90<br>調光範囲（0～100％）<br>DMX512／手元調光<br>●納期および価格については、お取引先にお問い合わせください。<br>入力電流（100V時）：1.6 A<br>注）純直電源でご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNQ31110T","",
"舞台演出用　スタンド取付型　LED　ピンスポットライト　6型","LED（5000K）　<br>光源寿命20000時間（光束維持率80％）<br>消費電力：159 W<br>入力電圧：AC100V<br>器具寿命：20000時間（光束維持率80％）<br>電源ケーブル：キャブタイヤケーブル2.5m付・平行接地2Pプラグ付<br>手元OFF／ONスイッチ付<br>付属品：フィルタホルダ（195×195）・種板フォルダ<br>スタンド取付型、6型<br>Ra95<br>調光範囲（0～100％）<br>DMX512／手元調光<br>●納期および価格については、お取引先にお問い合わせください。<br>入力電流（100V時）：1.6 A<br>注）純直電源でご使用ください。<br>注）LEDにはバラツキがあるため、同一品番商品でも商品ごとに発光色、明るさが異なる場合があります。<br>","NNQ31111T","",
